,,,,,,,,,*คำนวณ โดยหารจำนวนเดือนที่มียอดขาย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Product Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Oct 25- Mar 26,,,Total (Oct25-Mar26),,Q4Y25,,Q1Y26,,,12,13,14,15,16,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,,,,,,,,
,FlavorCode,Flavor Description,Flavor,Size,Category,Net Value 6M,GP%,GP amount,AVE QTY,AVE Amount,AVE QTY,AVE Amount,AVE QTY,AVE Amount,Class 2026 Mar,Class 2025 Feb,Class 2024 Jul,Class 2024 Feb,Class 2023 Jul,Class 2023 , FG (Days) , RM (% of Rolling next Month) , CTN/Batch , Minimum Production ," AVG
Act Batch  ", Batch size , Max batch/lot , MOQ require 4 batch (Ctn) , MOQ require 3 batch (Ctn) , MOQ require 2 batch (Ctn) ," CVM
MOQ
FG ", Remark , Supplier PKG , LT PKG , MOQ (PM) ชิ้น , Box/ ctn , MOQ (PM) ลัง ," Price/
pcs "," Shelf Life
PKG (M) "," CVM
MOQ
PKG ", FC ACC Y2025 ,,,,,,,
,1A5B5P00000,SaiNamPhueng--1000ml_SQ,SaiNamPhueng--1000ml_SQ,1000ml,Squeeze,"4,243,999",0.19,"806,021","7,722","707,333","7,248","670,737","8,196","743,929", A , A , A , A , A , A ,0,0%, -   , -   , -   , -   ,6, -   , -   , -   , -   , -   , Evergreen ,10,"100,000",1,"100,000",4,12,13,85%,,,,,,,
,1A5B5600000,Valencia--1000ml_SQ,Valencia--1000ml_SQ,1000ml,Squeeze,"3,482,283",0.225,"782,035","7,491","580,380","7,593","610,875","7,389","549,886", B , B , B , B , B , B ,0,0%, -   , -   , -   , -   ,6, -   , -   , -   , -   , -   , Evergreen ,10,"100,000",1,"100,000",4,12,13.3,90%,,,,,,,
,1A5B5J00000,FujiApple--1000ml_SQ,FujiApple--1000ml_SQ,1000ml,Squeeze,"2,328,641",0.439,"1,022,317","6,507","388,107","6,211","370,524","6,802","405,690", B , C , C , C , C , C ,0,0%, -   , -   , -   , -   ,6, -   , -   , -   , -   , -   , Evergreen ,10,"100,000",1,"100,000",4,12,15.4,86%,,,,,,,
,1A5B5H00000,CherryBerry--1000ml_SQ,CherryBerry--1000ml_SQ,1000ml,Squeeze,"2,095,187",0.334,"700,126","5,366","349,198","5,087","336,176","5,645","362,220", C , B , B , B , B , B ,0,0%, -   , -   , -   , -   ,6, -   , -   , -   , -   , -   , Evergreen ,10,"100,000",1,"100,000",4,12,18.6,89%,,,,,,,
,1A5B5500000,Tangerine--1000ml_SQ,Tangerine--1000ml_SQ,1000ml,Squeeze,"1,502,523",0.308,"463,225","4,207","250,420","4,229","251,690","4,186","249,151", C , C , C , C , C , C ,0,0%, -   , -   , -   , -   ,6, -   , -   , -   , -   , -   , Evergreen ,10,"100,000",1,"100,000",4,12,23.8,83%,,,,,,,
,1A5B5D00000,Pomegranate--1000ml_SQ,Pomegranate--1000ml_SQ,1000ml,Squeeze,"1,481,751",0.437,"647,769","3,708","246,958","3,859","258,603","3,557","235,314", C , C , C , C , C , C ,0,0%, -   , -   , -   , -   ,6, -   , -   , -   , -   , -   , Evergreen ,10,"100,000",1,"100,000",4,12,27,86%,,,,,,,
,TABD300007280,Aura--CM--1500ml,Aura--CM--1500ml,1500ml,Aura,"95,678,540",0.619,"59,183,415","185,443","15,946,423","177,577","15,181,760","193,308","16,711,086", A , A , A , A , A , A ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABB300000260,Aura--CM--1500ml,Aura--CM--1500ml,1500ml,Aura,"90,074,831",0.619,"55,717,156","175,598","15,012,472","178,049","15,063,837","173,148","14,961,106", A , A , A , A , A , A ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABD200007270,Aura--CM--500ml,Aura--CM--500ml,500ml,Aura,"82,933,964",0.663,"54,976,161","162,089","13,822,327","150,306","12,765,312","173,871","14,879,343", A , A , A , A , A , A ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABB200000250,Aura--CM--500ml,Aura--CM--500ml,500ml,Aura,"77,700,263",0.663,"51,506,788","150,111","12,950,044","142,642","12,291,630","157,580","13,608,457", A , A , A , A , A , A ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABD200015150,Aura--CM--500ml,Aura--CM--500ml,500ml,Aura,"2,245,917",0.663,"1,488,798","8,455","748,639","12,656","1,120,769",55,"4,380", A , A , A , A , A , A ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABD200015170,Aura--CM--500ml,Aura--CM--500ml,500ml,Aura,"456,244",0.663,"302,440","1,718","152,081","2,527","224,101",101,"8,043", A , A , A , A , A , A ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABB100000270,Aura--CM--330ml,Aura--CM--330ml,330ml,Aura,"35,085,325",0.624,"21,878,402","89,079","5,847,554","124,253","7,217,931","53,904","4,477,177", A , A , A , A , A , A ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABQ600000050,Aura--800ml,Aura--800ml,800ml,Aura,"24,591,222",0.464,"11,400,017","46,427","4,098,537","42,482","3,739,799","50,372","4,457,275", A , A , A , A , A , A ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABQ300014060,Aura--PB--1500ml,Aura--PB--1500ml,1500ml,Aquare,"225,047",0.594,"133,744",754,"37,508","1,371","69,281",136,"5,734", A , A , A , A , A , A ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABQ300007080,Aura--PB--1500ml,Aura--PB--1500ml,1500ml,Aquare,"157,218",0.594,"93,433","2,184","157,218", -   , -   ,"2,184","157,218", A , A , A , A , A , A ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABQ200014050,Aura--PB--500ml,Aura--PB--500ml,500ml,Aquare,"117,350",0.631,"74,017",436,"19,558",655,"30,626",216,"8,491", A , A , A , A , A , A ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,0A5A5LM100035,TIPCO GIFT SET FESTIVE 1L 2x4 MT,TIPCO GIFT SET FESTIVE 1L 2x4 MT,1000ml,Gift set,"1,152,316",0.651,"749,659",666,"384,105",961,"553,764",75,"44,788", Giftset , Giftset , Giftset , Giftset , Giftset , Giftset ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,0A5Q001070001,Gift set Fruit juice 200 ml pack4x3_Asphalt,Gift set Fruit juice 200 ml pack4x3_Asphalt,200ml,Gift set,"460,530",0, -   ,750,"153,510",750,"153,510", -   , -   , Giftset , Giftset , Giftset , Giftset , Giftset , Giftset ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TA5Q001010000,Gift set M Tipco Foodservice,Gift set M Tipco Foodservice,1000ml,Gift set,"400,699",0.196,"78,482",114,"133,566",169,"197,429",5,"5,841", Giftset , Giftset , Giftset , Giftset , Giftset , Giftset ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TA5Q001020000,Gift set M Tipco Asphalt,Gift set M Tipco Asphalt,1000ml,Gift set,"387,849",0, -   ,166,"193,925",166,"193,925", -   , -   , Giftset , Giftset , Giftset , Giftset , Giftset , Giftset ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,0A5Q001080001,Gift set Fruit juice 200 ml pack4x3_FS,Gift set Fruit juice 200 ml pack4x3_FS,200ml,Gift set,"379,762",1,"379,762",314,"63,294",592,"121,007",36,"5,580", Giftset , Giftset , Giftset , Giftset , Giftset , Giftset ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TA5Q001040000,Gift set L Tipco Asphalt,Gift set L Tipco Asphalt,1000ml,Gift set,"378,505",0, -   ,81,"189,252",81,"189,252", -   , -   , Giftset , Giftset , Giftset , Giftset , Giftset , Giftset ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TA5Q001050000,Gift set M Tipco Foodservice,Gift set M Tipco Foodservice,1000ml,Gift set,"252,897",0.196,"49,533",33,"126,449",33,"126,449", -   , -   , Giftset , Giftset , Giftset , Giftset , Giftset , Giftset ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TA5Q001030000,Gift set M Tipco Asphalt #2,Gift set M Tipco Asphalt #2,1000ml,Gift set,"56,823",0, -   ,64,"56,823",64,"56,823", -   , -   , Giftset , Giftset , Giftset , Giftset , Giftset , Giftset ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,0A5A5L1003025,Giftset Limited Edition Pack2--1000ml,Giftset Limited Edition Pack2--1000ml,1000ml,Gift set,"28,611",0.978,"27,974",22,"14,306",22,"14,306", -   , -   , Giftset , Giftset , Giftset , Giftset , Giftset , Giftset ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TA5Q005700000,Pineapple Slice In L/S 20 OZ.(EOE) ,Pineapple Slice In L/S 20 OZ.(EOE) ,20 oz.,Canned Fruit,"1,630,596",0.24,"390,600",298,"271,766",248,"230,497",348,"313,035", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TA5Q005800000,Pineapple Pieces in L/S 20 oz (EOE) ,Pineapple Pieces in L/S 20 oz (EOE) ,20 oz.,Canned Fruit,"1,359,148",0.22,"298,830",322,"271,830",183,"154,368",531,"448,022", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TA5Q002800000,Homsuwan Pineapple No.5,Homsuwan Pineapple No.5,0,FOOD SERVICE TRADE,"28,750",0.32,"9,200",575,"14,375", -   , -   ,575,"14,375", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TA5Q005600000,Homsuwan Pineapple No.2,Homsuwan Pineapple No.2,0,FOOD SERVICE TRADE,"18,500",0.3,"5,550",185,"9,250", -   , -   ,185,"9,250", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TA5Q003300000,Homsuwan Fresh Cut No.4,Homsuwan Fresh Cut No.4,0,FOOD SERVICE TRADE,"5,139",0.529,"2,719",440,"5,139", -   , -   ,440,"5,139", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TA5Q003200000,Homsuwan Pineapple No.4,Homsuwan Pineapple No.4,0,FOOD SERVICE TRADE,"3,150",0.371,"1,170",90,"3,150", -   , -   ,90,"3,150", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TA5Q000000014,ขมิ้นชันบ้านตาขุน บายทิปโก้,ขมิ้นชันบ้านตาขุน บายทิปโก้,60,Herb Product,"3,716",0.511,"1,898",0.1,"1,858",3,"31,850",-2,"-28,135", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABR300425080,Lotus's shape 1500 ml ,Lotus's shape 1500 ml ,1500ml,Aura,"13,016,556",0.234,"3,046,428","46,158","2,169,426","56,280","2,645,160","36,036","1,693,692", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABR500425070,Lotus's shape 600 ml ,Lotus's shape 600 ml ,600ml,Aura,"11,787,788",0.362,"4,263,668","41,801","1,964,631","51,231","2,407,873","32,370","1,521,390", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABB200202050,Aura_BKY--500ml,Aura_BKY--500ml,500ml,Aura,"5,275,699",0.667,"3,520,358","13,718","879,283","14,081","902,434","13,356","856,132", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABR300428080,AuraAro--1500ml,AuraAro--1500ml,1500ml,Aura,"4,421,858",0.268,"1,187,264","15,040","736,976","15,293","749,341","14,788","724,612", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABR200213050,Aura_YO--500ml,Aura_YO--500ml,500ml,Aura,"3,835,242",0.391,"1,500,089","17,500","639,207","20,077","742,034","14,924","536,380", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABR200227050,Aura_Delio--500ml,Aura_Delio--500ml,500ml,Aura,"3,552,000",0.416,"1,478,400","16,000","592,000","16,000","592,000","16,000","592,000", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABR500428070,AuraAro--600ml,AuraAro--600ml,600ml,Aura,"3,384,920",0.357,"1,208,437","11,513","564,153","10,794","528,922","12,232","599,384", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABR200210050,Aura_MK--500ml,Aura_MK--500ml,500ml,Aura,"2,437,099",0.414,"1,008,782","10,612","406,183","13,308","509,272","7,916","303,095", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABQ200229050,AuraTascoMineral water--500ml,AuraTascoMineral water--500ml,500ml,Aura,"950,076",0, -   ,"2,778","158,346","2,778","158,346","2,778","158,346", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABC200218050,Aura--CM--500ml (vending),Aura--CM--500ml (vending),500ml,Aura,"471,744",0, -   ,"1,075","78,624","1,091","79,968","1,058","77,280", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABR200041706,Muji--500ml,Muji--500ml,500ml,Aura,"452,075",0.472,"213,379","1,690","226,038", -   , -   ,"1,690","226,038", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABR100233070,Chula--330ml,Chula--330ml,330ml,Aura,"148,019",0.568,"84,011","1,334","74,009","1,000","55,500","1,667","92,519", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABR210231050,Boots  Natural Alkaline Mineral Water   500ml 1x12,Boots  Natural Alkaline Mineral Water   500ml 1x12,500ml,Aura,"109,440",0.611,"66,905","1,920","109,440", -   , -   ,"1,920","109,440", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABR200212050,AuraMIYAZAKI--500ml,AuraMIYAZAKI--500ml,500ml,Aura,"48,207",0.369,"17,794",263,"9,641",266,"9,831",260,"9,356", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABB200108006,Aura Export 500ml,Aura Export 500ml,500ml,Aura,"44,031",0.038,"1,695",504,"44,031", -   , -   ,504,"44,031", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TAEE200130105,Aura--CM--500ml,Aura--CM--500ml,500ml,Aura,"31,012",0.663,"20,558",277,"15,506", -   , -   ,277,"15,506", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,TABR200226050,Aura_YO--500ml,Aura_YO--500ml,500ml,Aura,"18,537",0.391,"7,250",101,"3,707",98,"3,622",105,"3,835", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,1A5A5C00120,Cranberry--1000ml_PH,Cranberry--1000ml_PH,1000ml,FJ 100%,"20,526,350",-0.108,"-2,210,134","10,649","5,131,588","10,457","5,126,356","10,713","5,133,331", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,1A5P5030100,Coconut--1000ml,Coconut water--1000ml,1000ml,FJ 100%,"15,407,300",0.268,"4,136,437","5,773","2,567,883","6,644","2,956,560","4,902","2,179,207", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,1A5H905Z3G0,VanillaGoatMilk3x8x180mlCBSmart_Online,VanillaGoatMilk--180ml,180ml,OEM,"11,647,136",0.667,"7,766,526","5,439","1,941,189","5,604","1,999,837","5,275","1,882,542", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,1A5A1T0Z101,Apple--125ml,Apple--125ml,125ml,FJ 100%,"9,850,580",0.373,"3,669,466","6,414","1,641,763","4,881","1,263,524","7,947","2,020,003", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,1A5C5A00120,VegMixed--1000ml_PH,VegMixed--1000ml_PH,1000ml,VJ 100%,"6,977,979",0.16,"1,117,946","3,629","1,744,495","2,601","1,274,307","3,972","1,901,224", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,1A5J2B20000,Apple & Pomegranate --200ml,40%Apple & Pomegranate --200ml,200ml,Cool 40%,"6,091,259",0.423,"2,575,100","7,030","1,015,210","8,773","1,267,037","5,286","763,383", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,1A5J2150000,RedgrapeMix(S&P)--200ml,40%RedgrapeMix(S&P)--200ml,200ml,Cool 40%,"5,583,521",0.457,"2,548,974","6,444","930,587","6,356","917,946","6,531","943,228", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,1A5A206Z100,98% Pineapple Juice and 2% coconut water Tipco --200ml,98% Pineapple Juice and 2% coconut water Tipco --200ml,200ml,FJ 100%,"5,546,880",-0.043,"-237,602","3,600","924,480","3,600","924,480","3,600","924,480", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,1A5A2R0Z101,Orange Grapefruit--200ml,Orange Grapefruit--200ml,200ml,FJ 100%,"5,496,581",-0.003,"-19,068","3,597","916,097","3,600","916,776","3,595","915,418", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,1A5C5F00120,Broccoli--1000ml_PH,Broccoli--1000ml_PH,1000ml,VJ 100%,"5,474,136",-0.098,"-535,227","3,824","1,824,712", -   , -   ,"3,824","1,824,712", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,1A5P2030000,Coconut water 200ml,Coconut water--200ml,200ml,FJ 100%,"5,011,747",0.686,"3,440,325","2,897","835,291","1,062","253,788","4,732","1,416,794", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,1A5A5A00120,MedlayOrange--1000ml_PH,MedlayOrange--1000ml_PH,1000ml,FJ 100%,"4,940,076",-0.147,"-728,361","2,573","1,235,019","2,476","1,216,222","2,606","1,241,285", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,1A5P501Z100,CoconutWater--1000ml_BR,Coconut water--1000ml,1000ml,FJ 100%,"4,422,182",0.197,"871,991","2,755","1,105,545","1,576","640,802","3,148","1,260,460", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,1ADPE12Z100,Coconut--320ml,Coconut--320ml,320ml,FJ 100%,"4,168,682",0.369,"1,537,274","6,132","1,389,561","6,280","1,481,752","6,058","1,343,465", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,1A5H905Z3G1,VanillaGoatMilk3x8x180mlCBSmart_CV,VanillaGoatMilk--180ml,180ml,OEM,"3,715,844",0.667,"2,477,794","1,747","619,307","1,770","627,223","1,725","611,392", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,1A5J2A10000,ValenciaMix(S&P)--200ml,40%ValenciaMix(S&P)--200ml,200ml,Cool 40%,"3,678,212",0.336,"1,234,124","4,026","613,035","4,651","708,244","3,400","517,827", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,1A5H503Z3F0,UHT Milk Product--1000ml,UHT Milk Product--1000ml,1000ml,CEREAL BEVERAGE,"3,360,416",0.612,"2,057,509","3,155","672,083","2,618","560,030","3,960","840,162", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,1A5C5190100,AppleBeetroot Carrot--1000ml,AppleBeetroot Carrot--1000ml,1000ml,FJ 100%,"3,350,473",0.165,"552,237","1,162","558,412",981,"474,174","1,343","642,650", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,1A5P501Z101,Coconut--1000ml,Coconut water--1000ml,1000ml,FJ 100%,"3,315,898",0.268,"890,228","3,689","828,974","4,403","989,242","2,976","668,707", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,1A5P505Z100,CoconutWaterV&FJ--1000ml,Coconut water--1000ml,1000ml,FJ 100%,"3,149,300",0.268,"845,501","4,499","1,574,650", -   , -   ,"4,499","1,574,650", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,1A5C5U00120,AloeVera--1000ml_PH,AloeVera--1000ml_PH,1000ml,VJ 100%,"2,998,330",0.023,"69,998","1,555","749,582","2,050","1,004,955","1,390","664,458", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,1A5A1Q50100,Shogun--110ml,Shogun--110ml,110ml,Super Kid,"2,919,566",0.408,"1,192,625","2,175","486,594","2,536","577,943","1,814","395,246", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
,1A5MC01Z3I0,Sweet Corn Milk--180ml,Sweet Corn Milk--180ml,180ml,OEM- S&P,"2,709,720",0.213,"576,806","1,950","451,620","2,133","494,080","1,767","409,160", OEM , OEM , OEM , OEM , OEM , OEM ,0,0%, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,
